id,address,city,country,dateAdded,dateUpdated,floorSizeValue,latitude,longitude,lotSizeValue,lotSizeUnit,mlsNumber,neighborhoods,numBathroom,numBedroom,numFloor,parking,postalCode,propertyType,yearBuilt,price,pricePerSquareFoot
AW1o2tkVhcmU2WcKaEIG,2419 Underwood St,Nashville,US,2019-09-25T14:37:15Z,2022-04-30T13:49:54Z,1150,36.17341,-86.81613,6534,sq ft,2080849,"Fisk Park,Tennessee,Osage-North Fisk,Nashville",2,3,1,"Parking Total: 0,Off Street,Assigned Parking Space,Garage false,Attached Garage: false,Carport: false",37208,Single Family Dwelling,1957,274500,305
AV_kut15yCk2Bpf6OWcw,2612 Ennis Rd,Nashville,US,2017-11-22T17:14:30Z,2022-04-30T13:46:42Z,,36.114956,-86.727747,0.47,acs,2363707,,1.5,3,1,"Parking Type: Attached Concrete Block Garage,Garage,Garage/Parking Sq. Ft: 504",37210,Single Family Dwelling,1950,185000,112.53
bnUMdYAByN4LkFz_d5f8,4301 Skyridge Dr,Nashville,US,2022-04-29T11:19:53Z,2022-04-30T13:39:53Z,,36.250391,-86.7674,5227,sq ft,2376007,,2.5,4,,"Parking Features: Attached - Front,Open Parking Spaces: 0,Parking Total: 2",37207,Single Family Dwelling,2022,452190,
StcDXHkBkcuqw3Phclni,1206 Vultee Blvd,Nashville,US,2021-05-11T15:20:00Z,2022-04-30T13:35:49Z,70.512,36.124023,-86.702628,0.27,acs,2251675,,1,2,1,"Covered Parking Spaces: 1,Parking Total: 1,Garage Parking Spaces: 1,Garage true,Attached Garage: false,Carport: false,Parking Features: Detached,Detached",37217,Single Family Dwelling,1952,155000,
AWw33LqkY7ir8pkr8SAs,3342 Mimosa Dr,Nashville,US,2019-07-28T09:15:08Z,2022-04-30T13:35:01Z,1434,36.096203,-86.724367,0.35,acs,2206561,"South Nashville,Tennessee,Glencoe Acres,Nashville,Glencliff",2,3,1,"Carport: true,Parking Features: Attached,2 Carport Space(s),Assigned Parking Space,Garage false,Attached Garage: false,Covered Parking Spaces: 2,Attached,Garage,Garage Attached,Parking Spaces: 2,Parking Total: 2,Garage Detached,Attached Garage,Carport Parking Spaces: 2",37211,Single Family Dwelling,1952,191000,135
sh0unH0Bkcuqw3Ph-jRE,4225 Harding Pike 604,Nashville,US,2021-12-08T22:34:24Z,2022-04-30T13:34:38Z,,36.127243,-86.842309,435,sq ft,2306763,,2,2,1,"Parking Total: 1,Parking Features: Assigned",37205,Condo,1940,279000,
AW_xU36U0x_BgD4e13kV,724 Croley Dr,Nashville,US,2020-01-29T12:42:58Z,2022-04-30T13:32:43Z,1504,36.16106,-86.87378,871,sq ft,2182522,"Tennessee,Nashville",2.5,3,2,"Parking Total: 0,Parking Features: Concrete,Garage false,Attached Garage: false,Carport: false",37209,Condo,2016,379900,253
AXCYAkg72qQdVO6Nownm,6121A Neighborly Ave,Nashville,US,2020-03-01T21:30:51Z,2022-04-30T13:27:43Z,2261,36.14548245,-86.86885395,0.26,acs,2193934,"Whitebridge,Tennessee,Nashville",3.5,4,2,"Parking Features: Attached,Garage true,Garage Parking Spaces: 2,Shared Driveway,Attached - Front,Attached Garage: true,Carport: false,Covered Parking Spaces: 2,Attached,Garage Attached,Garage,Garage Door Opener,Parking Features: Attached - Front,Parking Spaces: 2,Parking Total: 2",37209,Single Family Dwelling,2020,515000,227
AXA45raK0x_BgD4e-LD-,139 Jefferson Sq,Nashville,US,2020-02-12T10:16:48Z,2022-04-30T13:24:37Z,2601,36.096789,-86.827227,,,2308126,Tennessee,2.5,3,2,,37215,Condo,1974,315000,158
AXBK515fe6LJWXYXQUDU,4915 Illinois Ave,Nashville,US,2020-02-15T22:10:41Z,2022-04-30T13:23:32Z,1760,36.157455,-86.847386,871,sq ft,2158725,"Tennessee,Nashville",3,3,2,"Covered Parking Spaces: 2,Parking Total: 0,Garage false,Attached Garage: false,Carport: false,Parking Total: 2",37209,Single Family Dwelling,2015,495000,281
cYyieoAB5p3ULnC0rHZK,1111 N 5th St,Nashville,US,2022-04-30T13:22:02Z,2022-04-30T13:22:02Z,,36.191416,-86.762004,8712,sq ft,2246034,,,3,1,Parking Total: 0,37207,Single Family Dwelling,1918,325000,
AW3xhp29cWockGYkpeFo,220 37th Ave N,Nashville,US,2019-08-22T19:52:29Z,2022-04-30T13:15:46Z,1373,36.147189,-86.827741,0.51,acs,2071265,"Tennessee,Nashville,Sylvan Heights,West End Land Co",2,2,1,"Parking Total: 0,Garage,Garage false,Attached Garage: false,Carport: false,Attached Garage",37209,Single Family Dwelling,1935,360000,262.2
A_CmmXoBkcuqw3PhDjug,417 Westfield Dr 417,Nashville,US,2021-07-12T07:37:14Z,2022-04-30T13:12:28Z,,36.084355,-86.948346,871,sq ft,2270842,,2.5,3,,"Parking Features: Asphalt,Open Parking Spaces: 2,Parking Total: 2",37221,Townhouse,1987,325000,
AWw_mLsl0x_BgD4eGdF_,1260 Martin St Apt 213,Nashville,US,2019-06-27T02:40:29Z,2022-04-30T13:11:14Z,650,36.140005,-86.769459,,,2054733,"Tennessee,Nashville",1,1,1,"Parking Total: 0,Garage false,Attached Garage: false,Carport: false",37203,Condo,2017,265500,408
AWhcpmqajCNrmMAsZpLo,5224 Village Way,Nashville,US,2019-01-17T16:25:19Z,2022-04-30T13:11:02Z,1300,36.045377,-86.728647,,,1955345,Villages of Brentwood,2,2,1,"Covered Parking Spaces: 2,Parking Features: Asphalt,Garage true,Garage Parking Spaces: 2,Garage false,Attached Garage: false,Carport: false,Parking Total: 2",37211,Condo,1987,160000,123.93
03RZaIAByN4LkFz_29jy,506 Eastboro Dr Unit A,Nashville,US,2022-04-27T00:09:21Z,2022-04-30T13:04:00Z,,,,9583,sq ft,2370991,,3,3,2,"Open Parking Parking Spaces: 2,Parking Total: 0,Garage false,Parking Pad,Attached Garage: false,Carport: false,Parking Total: 2",37209,Single Family Dwelling,2022,649900,
AV-TXGIgjCNrmMAsz0hz,2613B Airpark Dr,Nashville,US,2017-04-23T23:49:32Z,2022-04-30T13:01:56Z,2550,36.191201,-86.706346,,,1849251,Tennessee,3.5,4,3,"Covered Parking Spaces: 2,Parking Features: Concrete,Parking Features: Attached,Garage true,Garage Parking Spaces: 2,Attached Garage: true,Carport: false,Parking Total: 2",37206,Single Family Dwelling,2017,475900,186.63
AW6eetW_hcmU2WcKhuWb,113 Melba St,Nashville,US,2019-11-24T17:34:40Z,2022-04-30T12:56:24Z,1395,31.19733,-83.25312,9148,sq ft,119898,,2,3,1,"Parking Type: Carport,Garage/Parking Sq. Ft: 294,Carport,Parking Spaces: 1",31639,Single Family Dwelling,2005,109900,78.78
OD5CTXUBzBVh0wsvMo7q,520 E Nocturne Dr,Nashville,US,2020-10-21T22:23:05Z,2022-04-30T12:52:47Z,1287,36.21274,-86.79638,9583,sq ft,2370912,Talbot's Corner,1,3,1,"Parking Total: 2,Parking Features: Detached",37207,Single Family Dwelling,1958,270000,209.79
AlA0wX0B3hcw0YbI_Yow,2510 Allenwood Dr,Nashville,US,2021-12-16T03:06:55Z,2022-04-30T12:52:08Z,,36.212337,-86.752421,7840,sq ft,2315336,,1,3,1,"Parking Total: 0,Garage false,Attached Garage: false,Carport: false",37207,Single Family Dwelling,1970,284900,
AWShY5DJ_RWkykBurA5q,4420 Wayland Dr,Nashville,US,2018-07-16T04:31:17Z,2022-04-30T12:49:56Z,3586,36.089478,-86.842446,1.03,acs,1895067,Tennessee,3.5,4,1,"Parking Features: Asphalt,Blacktop Driveway Type,Garage false,Attached Garage: false,Carport: false",37215,Single Family Dwelling,1954,799000,222.81
AW1jUQhkY7ir8pkrFQrF,625 Western Ave,Nashville,US,2019-09-24T12:48:37Z,2022-04-30T12:49:45Z,1274,35.97007,-77.97769,0.38,acs,100319091,"Nashville,Other",1.5,3,1,"Parking: Carport,Assigned Parking Space,Carport,Parking Spaces: 2,Parking Features: Off Street",27856,Single Family Dwelling,1963,299900,235.4
qoyDeoAB5p3ULnC0FHTT,,Nashville,US,2022-04-30T12:47:32Z,2022-04-30T12:47:32Z,,36.19069816,-86.75795151,,,,,4,4,,,37207,Townhouse,,367,
jM1SAXkBkcuqw3PhtIU7,104 Cloister Dr,Nashville,US,2021-04-24T00:41:07Z,2022-04-30T12:45:07Z,,36.08832,-86.886321,1306,sq ft,2278782,,2,3,1,"Parking Type: Attached Frame Garage,Parking Features: Attached - Front,Garage/Parking Sq. Ft: 460,Parking Total: 2",37205,Single Family Dwelling,1983,442300,
-91QLXcByN4LkFz_txWI,2032 Westchester Dr Lot 25,Nashville,US,2021-01-23T03:36:40Z,2022-04-30T12:45:05Z,1903,36.25102,-86.81058,,,2222456,Brick Church Bellshire,2.5,4,2,"Covered Parking Spaces: 2,Garage true,Garage Parking Spaces: 2,Parking Features: Attached - Front,Attached - Front,Attached Garage: true,Carport: false,Parking Total: 2",37207,Single Family Dwelling,2021,332875,175
AWl4cdG-AXxH_fqQEg53,5207 Illinois Ave,Nashville,US,2019-03-13T19:03:17Z,2022-04-30T12:41:55Z,933,36.157331,-86.85085,3702,sq ft,1790990,,2.5,3,2,"Parking Total: 0,Garage false,Attached Garage: false,Carport: false",37209,Single Family Dwelling,2017,88740,95
rwTHJXgBhBhNBLFc36XE,1350 Bellshire Terrace Dr,Nashville,US,2021-03-12T09:32:39Z,2022-04-30T12:40:57Z,1134,36.25828,-86.76387,0.27,acs,2233916,,2,3,1,"Parking Features: Concrete,Open Parking Spaces: 2,Parking Total: 2",37207,Land,1987,95000,83.77
eZ0x83UBzBVh0wsv3wRm,808 13th Ave S,Nashville,US,2017-03-25T13:31:12Z,2022-04-30T12:38:00Z,1957,36.14982,-86.78628,4356,sq ft,1706752,"South Nashville,Edgehill",3.5,3,3,"Covered Parking Spaces: 2,Parking Features: Attached - Rear,Garage true,Concrete Driveway Type,Garage Parking Spaces: 2,Garage:,Attached Garage: true,2 spaces,Carport: false,Parking Total: 2,Attached - REAR Garage Description",37203,Condo,2016,324990,166.07
yCznMXIBT9R6xkeZ9buf,1305 Clinton St,Nashville,US,2020-05-20T11:46:24Z,2022-04-30T12:37:56Z,2690,36.1645,-86.796469,0.72,acs,,,,,,PARKING SPACES: 50,37203,Commercial,1922,2798,2.08
AWl4cyLdjCNrmMAspMf4,829 Melpark Ct,Nashville,US,2019-03-13T19:03:05Z,2022-04-30T12:37:15Z,1805,36.1273,-86.77697,,,1826730,,3.5,3,3,"Covered Parking Spaces: 2,Parking Features: Asphalt,Individual Garage,Garage true,Garage Parking Spaces: 2,Garage:,Attached Garage: false,Parking Features: Private,Carport: false,Parking Total: 2",37204,Condo,2016,457000,253.19
AW4wiUra0x_BgD4eTMxw,504 Westwood Cir,Nashville,US,2019-11-03T09:12:14Z,2022-04-30T12:36:56Z,2216,35.97242,-77.97486,0.37,acs,2439213,"Nashville,Westwood",2.5,4,2,"Parking: Attached,Paved,Parking Spaces: 4,Parking Spaces: 5",27856-1156,Single Family Dwelling,1970,195000,88
AWTYv7QVjCNrmMAsjz9G,320 Old Hickory Blvd Apt 2711,Nashville,US,2018-07-26T22:33:41Z,2022-04-30T12:36:47Z,2325,36.08622,-86.9206,,,1482784,Bellevue,2.5,2,3,"Covered Parking Spaces: 2,Individual Garage,Garage true,Concrete Driveway Type,Garage Parking Spaces: 2,Garage:,Attached Garage: true,Carport: false,Parking Total: 2",37221,Single Family Dwelling,2003,246000,105.81
AXEEarCn2qQdVO6NxYAH,4111 Dalemere Ct,Nashville,US,2020-03-22T22:43:53Z,2022-04-30T12:35:39Z,3022,36.280209,-86.769249,1.06,acs,2267213,Tennessee,2,4,1,,37207,Single Family Dwelling,1972,77000,99
AWl2rkgI8UgePEoQvR1A,3216 Spears Rd,Nashville,US,2019-03-13T10:42:02Z,2022-04-30T12:31:47Z,1450,36.237664,-86.779281,8712,sq ft,2083616,"Brick Church Bellshire,Tennessee,Nashville,Parkwood Estates,Neighborhood",1.5,3,1,"Open Parking Parking Spaces: 4,Parking Features: Concrete,Open Parking Spaces: 4,Driveway,Parking Features: Driveway,4 Garage:,Garage false,Attached Garage: false,Carport: false,Parking Total: 4",37207,Single Family Dwelling,1964,220000,151.72
AXABnTU60x_BgD4e3mVw,551 Brewer Dr,Nashville,US,2020-02-01T16:37:24Z,2022-04-30T12:28:51Z,1957,36.060381,-86.731637,0.82,acs,2306498,Tennessee,2.5,3,1,"Covered Parking Spaces: 2,Parking Type: Carport,Garage true,Garage Parking Spaces: 2,Attached Garage: true,Carport: false,Parking Total: 2,Garage/Parking Sq. Ft: 640",37211,Single Family Dwelling,1957,239000,205
_CaqoXkBhBhNBLFc2OGS,161 Rosa L Parks Blvd,Nashville,US,2021-05-25T03:56:38Z,2022-04-30T12:28:49Z,6812,36.160534,-86.783586,0.28,acs,,,,,,PARKING SPACES: 338,37203,Commercial,1916,11376,1.67
AXABnTE8Y7ir8pkrtT3h,7334 Rolling River Pkwy,Nashville,US,2020-02-01T16:37:23Z,2022-04-30T12:28:43Z,1896,36.05784,-86.96658,0.45,acs,1487021,,2,3,1,"Covered Parking Spaces: 2,Garage true,Garage Parking Spaces: 2,Attached Garage: true,Carport: false,Parking Total: 2",37221,Single Family Dwelling,1977,127500,67.25
ExODAXkBhBhNBLFckkJx,320 Old Hickory Blvd 2006,Nashville,US,2021-04-24T01:34:30Z,2022-04-30T12:17:50Z,,36.088558,-86.919063,871,sq ft,2245004,,2.5,2,3,"Open Parking Spaces: 1,Parking Features: Attached - Front,Parking Total: 2",37221,Townhouse,2003,359900,
AV-T3C4wyCk2Bpf6Ko36,149 Sequoyah Ln,Nashville,US,2017-01-09T05:28:38Z,2022-04-30T12:17:36Z,2641,36.0427,-86.97672,0.28,acs,2297066,,2.5,4,2,"Parking Features: Attached - Rear,Garage true,Open Parking Spaces: 2,Garage Parking Spaces: 2,Parking Features: Alley Access,Garage:,Attached - Front,Attached Garage: true,Attached Garage Description,Carport: false,Covered Parking Spaces: 2,Parking Features: Attached - Front,Parking Total: 3,Parking Total: 2,Parking Total: 5",37221,Single Family Dwelling,1992,605000,229.08
AW4u9zG3Y7ir8pkrJNUr,1212 Laurel St Apt 1204,Nashville,US,2019-08-11T23:31:03Z,2022-04-30T12:17:08Z,1395,36.153514,-86.786437,1395,sq ft,1925991,,2,2,1,"Covered Parking Spaces: 2,Parking Features: Concrete,Garage true,Garage Parking Spaces: 2,Attached Garage: false,Parking Spaces: 2,Carport: false,Parking Total: 2",37203,Condo,2014,895000,641.58
AV-St1yTAXxH_fqQSVuF,1443 McGavock Pike,Nashville,US,2016-11-07T21:57:01Z,2022-04-30T12:14:33Z,1766,36.20711,-86.72111,0.59,acs,2349777,"Inglewood,Tennessee,Nashville",2.5,4,2,"Covered Parking Spaces: 1,Parking Total: 1,Carport: true,Parking Type: Carport,Gravel Driveway Type,Garage/Parking Sq. Ft: 360,Carport,Carport Parking Spaces: 1,Parking Features: Gravel,Garage false,Attached Garage: false",37216,Single Family Dwelling,1939,249000,140
AWwaCaUJY7ir8pkr75kc,132A Woodmont Blvd,Nashville,US,2019-07-22T14:15:35Z,2022-04-30T12:13:21Z,3350,36.122188,-86.844509,10018,sq ft,1686097,,3,4,2,"Covered Parking Spaces: 2,Garage true,Garage Parking Spaces: 2,Attached Garage: true,Carport: false,Parking Total: 2",37205,Single Family Dwelling,2015,560000,167
AW_xW-CHhcmU2WcKAXpj,8246 Persia Way,Nashville,US,2020-01-29T12:52:07Z,2022-04-30T12:12:49Z,1260,36.023429,-86.710088,2178,sq ft,2240533,Southeast Nashville,2.5,2,2,"Open Parking Spaces: 2,Parking Features: Parking Lot,Garage false,Attached Garage: false,2 spaces,Carport: false,Parking Total: 2",37211,Single Family Dwelling,2006,309900,245.95
1G1ieoAB3hcw0YbI7zc2,,Nashville,US,2022-04-30T12:12:25Z,2022-04-30T12:12:25Z,,36.1791053,-86.757598,,,,,1,1,,,37206,Single Family Dwelling,,208,
AW_xXWAzhcmU2WcKAXuJ,5112 Tennessee Ave,Nashville,US,2020-01-29T12:53:46Z,2022-04-30T12:11:20Z,1976,36.16122,-86.85021,3746,sq ft,1750551,,2.5,3,2,"Covered Parking Spaces: 2,Garage true,Garage Parking Spaces: 2,Attached Garage: false,Carport: false,Parking Total: 2",37209,Single Family Dwelling,2016,419000,212
AWTUt4j2AXxH_fqQAyu7,7221 Green Meadows Ln,Nashville,US,2018-07-26T03:47:20Z,2022-04-30T12:09:53Z,1890,36.06864,-86.93435,0.28,acs,1616300,Bellevue,3,3,1,"Parking Total: 0,Garage false,Attached Garage: false,Carport: false,None,Aggregate Driveway Type",37221,Single Family Dwelling,1979,197000,104
AWTUuGLjjCNrmMAsjxoX,3808 Lakeridge Run,Nashville,US,2018-07-26T03:48:35Z,2022-04-30T12:09:03Z,3285,36.14393,-86.62737,7840,sq ft,2157381,"Lakeridge,Tennessee,Nashville,Donelson - Hermitage - Old Hickory",2.5,3,2,"Garage true,Garage Parking Spaces: 3,Garage Parking Spaces: 2,Garage:,Parking Pad,Attached Garage: true,Attached Garage Description,Carport: false,Covered Parking Spaces: 2,Covered Parking Spaces: 3,Garage,Parking Spaces: 3,Parking Features: Attached - Front,Parking Total: 3,Parking Total: 2,Aggregate Driveway Type,Attached Garage",37214,Single Family Dwelling,1998,239900,73
ZWLgYH8B3hcw0YbIHiOI,1008A Virginia Ave,Nashville,US,2022-03-06T20:16:14Z,2022-04-30T12:07:59Z,,36.2213,-86.729425,0.55,acs,2294029,,2,4,,"Parking Features: Private,Parking Total: 2",37216,Single Family Dwelling,1930,449900,
AXABxM-H0x_BgD4e3nMe,760 Roycroft Pl,Nashville,US,2020-02-01T17:20:40Z,2022-04-30T12:04:52Z,2334,36.13366,-86.77684,8276,sq ft,2376655,"Tennessee,Nashville",3,3,1,"Open Parking Parking Spaces: 2,Parking Total: 0,Open Parking Spaces: 2,Parking Features: Gravel,Garage false,Attached Garage: false,Gravel,Carport: false,Parking Total: 2",37203,Single Family Dwelling,1920,290000,124
hRNeAXkBhBhNBLFcMDzo,4706 Langston Dr,Nashville,US,2021-04-24T00:53:40Z,2022-04-30T12:00:33Z,,36.083817,-86.748591,0.37,acs,2231002,,1.5,3,1,"Parking Features: Attached,Parking Total: 2",37211,Single Family Dwelling,1962,360000,
n3t21HUBA7mjcpg9LkE7,1025 Tyne Blvd,Nashville,US,2020-11-17T04:28:36Z,2022-04-30T12:00:12Z,4161,36.07936,-86.79243,2.6,acs,2207180,"Green Hills - Midtown,Nashville",3.5,3,2,"Parking Features: Attached - Side,Garage,Garage Attached,Assigned Parking Space,Attached - Side,Parking Spaces: 2,Parking Total: 2",37220,Single Family Dwelling,1940,1850000,444.6
SjfKlHwB3hcw0YbIXsCA,822 Sutton Hill Rd,Nashville,US,2021-10-18T19:04:22Z,2022-04-30T11:59:48Z,,36.114223,-86.777514,0.46,acs,2299865,,2,4,1,"Covered Parking Spaces: 4,Open Parking Parking Spaces: 2,Carport: true,Open Parking Spaces: 2,Parking Total: 6,Garage false,Private,Attached Garage: false,Parking Features: Private,Carport Parking Spaces: 4",37204,Single Family Dwelling,1955,799000,
AXBC1MRZLZfAPClVFL09,5900 Hickory Valley Rd,Nashville,US,2020-02-14T08:33:25Z,2022-04-30T11:59:27Z,3192,36.13104,-86.86913,1.4,acs,2148557,"Tennessee,Nashville,Hillwood Estates",3,3,2,"Open Parking Parking Spaces: 4,Parking Features: Asphalt,Open Parking Spaces: 4,Parking Spaces: 4,Garage false,Attached Garage: false,Carport: false,None,Parking Total: 4",37205,Single Family Dwelling,1956,915000,238
1q_ak3cBkcuqw3Phu5A7,2622 Lakeland Dr,Nashville,US,2021-02-12T01:28:41Z,2022-04-30T11:59:22Z,1386,36.155674,-86.672854,0.46,acs,2226601,,1.5,3,1,"Open Parking Spaces: 2,Parking Features: Paved,Parking Total: 2",37214,Single Family Dwelling,1954,249000,179.65
AXAEQCXDY7ir8pkrtg9B,5209 Regent Dr,Nashville,US,2020-02-02T04:54:37Z,2022-04-30T11:56:54Z,1946,36.05838,-86.76754,0.71,acs,2162045,"Tennessee,Nashville,Crieve Hall",2,3,1,"Parking Features: Attached,Garage true,Garage Parking Spaces: 2,Attached Garage: true,Carport: false,Covered Parking Spaces: 2,Attached,Asphalt,Garage,Garage Door Opener,Parking Spaces: 2,Parking Total: 2,Attached Garage",37220,Single Family Dwelling,1964,535900,275.39
V2-RAYAByN4LkFz_3cWg,502 Cliff Cir,Nashville,US,2022-04-07T01:09:38Z,2022-04-30T11:54:52Z,,36.197167,-86.827148,0.79,acs,2372471,,4,4,1,"Covered Parking Spaces: 2,Parking Features: Attached - Rear,Parking Total: 1,Parking Features: Attached,Garage true,Garage Parking Spaces: 2,Attached - Rear,Parking Features: Attached - Front,Attached Garage: true,Carport: false,Parking Total: 2",37218,Single Family Dwelling,2022,735000,
8ygNKHcBcI676yQnwm1I,522 Garfield St,Nashville,US,2021-01-22T03:05:26Z,2022-04-30T11:53:49Z,1912,36.18199,-86.79318,832,sq ft,2349376,Nashville,3.5,3,,"Parking Features: Attached - Rear,Parking Total: 2",37208,Condo,2021,659900,
AW4jLm-5hcmU2WcKdVHA,3305 Percy Priest Dr,Nashville,US,2019-10-31T18:57:56Z,2022-04-30T11:53:43Z,1020,36.149898,-86.636368,4791,sq ft,1850261,Villages of Larchwood,1.5,2,2,"Parking Features: Gravel,Garage false,Attached Garage: false,Carport: false",37214,Land,1985,110000,107
AWTUtnNujCNrmMAsjxNQ,1920 Woodmont Blvd,Nashville,US,2018-07-26T03:45:11Z,2022-04-30T11:50:49Z,5835,36.11416,-86.8072,0.46,acs,1446723,Green Hills,6,5,2,"Covered Parking Spaces: 2,Garage true,Garage Parking Spaces: 2,Garage:,Attached Garage: true,Carport: false,Parking Total: 2,Aggregate Driveway Type,Attached - REAR Garage Description",37215,Single Family Dwelling,2004,1150000,292
AWyAUCkPhcmU2WcKUxPV,7036 Westside Cir,Nashville,US,2019-08-11T10:53:52Z,2022-04-30T11:50:33Z,2133,36.0789032,-86.88765717,1306,sq ft,2191660,"Tennessee,Nashville,West Meade",3.5,3,2,"Parking Features: Attached - Rear,Garage true,Parking Features: Basement,Garage Parking Spaces: 2,Attached - Rear,Attached Garage: true,Carport: false,Covered Parking Spaces: 2,Garage Attached,Garage,Parking Spaces: 2,Parking Total: 2,None",37205,Single Family Dwelling,2020,431600,202.34
AWl5Wwem_RWkykBuxZEs,1112 Lilly Valley Way,Nashville,US,2019-03-13T22:55:30Z,2022-04-30T11:50:28Z,1216,36.12572,-86.908083,1216,sq ft,2005511,"Whites Bend,Tennessee,Neighborhood",2.5,2,2,"Parking Features: Asphalt,Open Parking Parking Spaces: 2,Open Parking Spaces: 2,Garage false,Attached Garage: false,Carport: false,Parking Total: 2",37209,Townhouse,2017,297800,244.9
MOTk1nMBA7mjcpg9Oyq1,7040 Westside Cir,Nashville,US,2020-08-10T05:42:28Z,2022-04-30T11:50:09Z,2161,36.13723,-86.8219,1306,sq ft,2178098,"Tennessee,Nashville,Bellevue,West Meade",3.5,3,2,"Covered Parking Spaces: 2,Parking Features: Attached - Rear,Garage Attached,Garage,Garage true,Garage Parking Spaces: 2,Attached - Rear,Attached Garage: true,Parking Spaces: 2,Carport: false,Parking Total: 2,Attached Garage",37205,Townhouse,2020,432400,200
ZjSrKnwB3hcw0YbIYVB-,1017 Battery Lane Lot C,Nashville,US,2021-09-28T04:30:47Z,2022-04-30T11:50:01Z,,36.088093,-86.793294,1,sq ft,2253972,,,,2,Attached Garage: false,37220,Land,,890000,
AWgi19QX_RWkykBucL0P,1035 Battery Ln,Nashville,US,2019-01-06T11:02:01Z,2022-04-30T11:49:57Z,4713,36.088113,-86.795649,0.75,acs,2244090,"Green Hills - Midtown,Tennessee,Green Hills",4.5,5,2,"3 spaces,Parking Features: Attached - Rear,Parking Features: Attached,Garage true,Garage Parking Spaces: 3,Assigned Parking Space,Attached - Rear,Parking Pad,Attached Garage: true,Carport: false,Attached,Covered Parking Spaces: 3,Garage,Garage Attached,Parking Spaces: 3,Garage Door Opener,Concrete,Parking Total: 3,Attached Garage",37220,Single Family Dwelling,2020,1849900,392.51
56i-F3MBT9R6xkeZRWNs,6120 Hill Cir,Nashville,US,2019-03-13T10:41:20Z,2022-04-30T11:49:37Z,3770,36.14414,-86.86644,1742,sq ft,2128965,"Whitebridge,Tennessee,6120  6122 Hill Circle Ho,Nashville",4,4,2,"Open Parking Parking Spaces: 2,Carport: true,Parking Features: Concrete,Open Parking Spaces: 2,Garage true,Parking Features: Basement,Garage Parking Spaces: 2,Attached Garage: true,Covered Parking Spaces: 4,Garage,Covered Parking Spaces: 3,Parking Spaces: 6,Carport Parking Spaces: 1,Parking Total: 6,Parking Total: 5,Attached Garage,Carport Parking Spaces: 2",37209,Condo,2018,939900,257.51
iUjJQHIBA7mjcpg97HVm,1108 Lilly Valley Way,Nashville,US,2020-05-23T09:07:54Z,2022-04-30T11:49:34Z,1216,36.15669,-86.83952,871,sq ft,2150576,"Tennessee,Nashville",2.5,2,2,"Parking Total: 1,Open Parking Parking Spaces: 1,Open Parking Spaces: 1,Garage false,Attached Garage: false,Parking Features: Assigned,Carport: false",37209,Condo,2017,297900,245
OO4HVHQBT9R6xkeZ2miL,3612A West End Ave lot 126,Nashville,US,2020-08-25T12:26:41Z,2022-04-30T11:47:24Z,4763,36.134898,-86.826251,,,2141657,"Green Hills - Midtown,Tennessee",5,4,2,"Parking Features: Attached - Rear,Covered Parking Spaces: 3,Garage true,Garage Parking Spaces: 3,Garage Door Opener,Attached - Rear,Attached Garage: true,Parking Total: 3,Carport: false",37205,Land,2020,6104,1.28
AV-SZiR_yCk2Bpf6CbP_,0 Old Harding Pike,Nashville,US,2016-12-30T09:59:56Z,2022-04-30T11:46:33Z,,36.0647,-86.938609,10,acs,2309448,,2,3,2,"0 spaces,Attached Garage: false",37221,Land,,500000,
GgSgMnwBkcuqw3PhOyqx,7211 Centennial Blvd,Nashville,US,2021-09-29T17:35:34Z,2022-04-30T11:46:00Z,53000,36.181296,-86.878174,6.13,acs,,,,,,PARKING SPACES: 25,37209,Industrial,1976,37520,
AW4jUj8PcWockGYkqF1b,810 Bellevue Rd Apt 203,Nashville,US,2019-08-09T19:49:58Z,2022-04-30T11:43:04Z,1058,36.070685,-86.940676,,,1855568,"Tennessee,Creekside Meadows",1.5,2,2,"Parking: Carport,Covered Parking Spaces: 1,Parking Total: 1,Parking Features: Asphalt,Carport: true,Carport Parking Spaces: 1,Garage false,Attached Garage: false,Parking Spaces: 1,Parking Features: Unassigned",37221,Townhouse,1977,135000,127.6
AWU0ML3m_RWkykBu9IPY,1390 Adams St,Nashville,US,2018-08-13T16:39:28Z,2022-04-30T11:42:34Z,3645,36.17658,-86.78433,3.83,acs,P1985888,East Germantown,1,1,,"Off Street,None",37208,Multi-Family Dwelling,2019,2660,
AXEETjSj2qQdVO6NxXh_,408 Blackman Rd,Nashville,US,2020-03-22T22:12:46Z,2022-04-30T11:40:29Z,2448,36.075041,-86.755917,0.86,acs,2298555,Tennessee,3,3,1,"Garage,Garage Attached,Parking Type: Attached Frame Garage,Garage/Parking Sq. Ft: 528",37211,Single Family Dwelling,1955,93500,184
AXEEThV3LZfAPClVVyrz,305 Clofton Dr,Nashville,US,2020-03-22T22:12:38Z,2022-04-30T11:40:26Z,1428,36.063035,-86.937384,10019,sq ft,,"Tennessee,Harpeth Valley Park",2,2,1,"Garage/Parking Sq. Ft: 400,Parking Type: Carport,Carport",37221,Other,1985,56000,39
